Protocol,Packet Type,Traffic Type,Attack Type,Attack Signature,Action Taken,Severity Level,Network Segment,Log Source,Source IP FirstOctet,Destination IP FirstOctet,City,Region,Browser,Operating System,Anomaly Score Category,Packet Length Category
1,0,1,1,1,1,0,0,0,163,115,123,13,0,2,3,0
0,0,0,1,1,0,1,1,0,164,89,233,11,0,3,1,2
2,0,2,1,1,1,1,2,0,20,147,215,14,0,2,1,1
1,0,2,2,1,0,2,2,0,70,104,132,20,0,2,3,1
1,1,2,1,1,2,0,1,1,138,207,53,1,1,1,2,0
0,1,1,0,0,1,2,0,1,218,188,233,17,0,1,0,0
2,0,0,0,1,1,2,2,1,36,67,76,3,0,0,0,2
1,1,0,0,1,2,2,2,0,184,10,130,20,0,3,2,1
1,0,1,1,0,2,1,2,0,15,169,224,10,0,3,3,3
2,1,2,0,1,0,1,0,1,219,136,194,26,0,1,0,1
0,0,0,2,0,0,2,2,1,196,87,92,16,0,3,2,1
1,0,0,1,0,2,0,0,1,75,53,48,1,0,2,2,0
1,1,0,0,1,0,1,2,0,13,116,202,16,0,1,0,1
1,1,2,0,0,0,2,0,1,68,54,265,21,0,3,1,1
2,1,1,0,1,2,0,1,1,31,180,105,4,0,3,2,1
2,1,0,1,0,2,2,1,0,174,219,139,27,0,2,1,2
2,1,0,0,0,1,2,0,1,94,120,299,18,0,2,0,2
2,0,1,1,0,2,0,1,1,103,188,305,0,1,3,3,2
1,0,0,2,1,1,0,1,1,152,157,195,24,0,3,3,3
2,0,1,2,0,0,1,1,1,213,219,186,15,0,3,1,3
1,1,0,2,1,0,2,2,1,165,221,114,2,1,3,2,1
0,0,2,2,1,2,1,1,0,217,8,271,25,1,3,0,2
2,0,2,2,0,1,2,1,1,134,188,19,9,0,3,3,1
0,1,2,0,0,2,2,2,0,117,37,55,8,0,2,2,3
2,0,1,1,0,0,0,1,0,219,110,227,8,0,2,2,3
1,1,1,1,1,2,0,2,1,98,213,218,19,1,3,0,2
2,1,0,0,0,0,1,0,0,15,210,184,11,0,3,0,0
1,1,0,0,1,1,0,1,1,104,47,25,12,0,1,3,0
0,0,2,1,1,2,0,0,1,72,21,7,7,0,1,1,0
1,0,0,0,0,1,0,1,0,148,160,182,16,0,3,3,1
0,1,1,2,0,1,0,1,0,25,34,291,8,0,3,2,0
2,1,2,0,0,2,1,1,1,206,196,281,20,0,3,2,1
0,0,1,2,1,0,2,0,1,194,14,306,3,0,2,1,1
1,1,1,0,0,2,2,1,0,13,179,99,24,0,2,0,2
2,0,0,0,1,0,1,1,0,135,63,307,24,0,3,1,1
0,1,2,1,1,2,1,1,0,24,113,97,26,0,2,1,0
0,1,0,0,1,1,1,2,0,67,13,120,2,1,1,3,1
1,1,2,1,1,2,0,1,1,82,59,200,7,0,3,1,1
2,0,2,2,1,2,0,1,1,45,167,209,1,1,1,3,2
1,1,2,1,0,1,1,0,0,86,167,40,13,0,3,2,2
2,0,1,0,1,0,2,1,0,213,197,250,10,0,2,1,1
1,0,0,1,0,2,1,1,0,40,66,229,16,0,2,3,2
2,1,1,1,0,1,2,1,0,223,143,21,7,0,2,2,1
1,1,1,2,1,0,1,1,1,28,25,161,21,0,2,3,0
0,1,1,1,1,0,0,2,0,133,2,194,18,1,1,0,2
0,0,2,2,1,0,2,1,1,143,176,26,3,0,3,3,0
0,1,0,1,0,2,1,1,0,164,88,157,4,0,3,3,0
0,1,1,0,0,1,1,0,1,181,3,55,14,0,3,2,2
0,0,1,1,1,2,2,2,1,84,80,234,1,0,2,1,2
0,1,1,1,0,1,0,2,1,12,84,172,11,0,2,0,2
1,1,0,2,1,2,2,1,1,142,90,292,5,0,2,2,0
2,1,0,1,1,2,1,1,1,59,135,115,14,0,3,2,0
0,1,1,2,0,1,2,1,1,186,147,259,1,0,2,0,0
2,1,1,2,1,0,1,1,1,8,91,188,1,0,3,3,0
2,0,1,1,0,2,2,1,0,111,30,160,26,1,1,0,3
2,1,1,0,1,0,1,2,0,123,55,152,7,0,2,3,1
0,0,0,0,0,1,0,2,1,146,90,264,19,0,3,3,3
1,1,2,1,0,2,0,0,0,94,155,291,9,0,1,3,2
2,0,0,1,0,1,0,1,0,177,61,89,21,0,1,2,2
1,0,2,0,1,1,0,2,0,93,201,174,22,0,3,1,3
0,0,0,0,0,1,2,1,1,205,134,82,11,0,3,2,0
0,1,0,2,0,1,0,2,1,180,98,273,22,1,3,3,1
1,1,1,2,1,2,0,0,1,135,71,90,18,0,3,2,2
1,1,2,0,0,0,0,2,0,33,220,161,20,0,2,1,0
0,0,1,2,1,0,0,0,1,178,203,88,26,0,2,3,0
1,0,2,2,0,1,0,0,0,214,68,147,26,0,3,1,2
1,0,2,0,1,2,2,0,0,4,87,211,1,1,1,1,1
1,1,0,1,1,0,0,1,1,57,20,244,20,0,2,3,1
2,0,2,1,1,0,2,1,1,131,146,285,27,0,3,3,0
1,0,0,0,1,1,1,1,0,64,9,281,26,0,2,2,1
0,1,1,2,1,2,2,1,0,188,36,11,14,1,3,0,0
0,1,1,2,1,0,1,2,0,117,109,51,22,0,2,3,3
1,0,2,2,0,0,2,1,0,2,71,15,1,0,3,1,2
2,0,0,0,0,1,1,2,0,135,104,45,9,0,2,3,3
0,0,1,2,1,0,0,0,0,145,100,131,10,0,2,1,0
0,1,0,0,0,2,1,0,1,88,176,128,2,1,3,3,2
0,0,2,2,1,1,2,2,1,172,149,302,22,0,2,2,2
1,0,0,1,0,1,0,1,1,101,7,148,12,0,3,1,1
2,0,0,2,0,2,1,1,1,220,16,19,24,0,2,0,1
2,0,1,1,0,0,2,2,0,16,193,243,11,0,3,0,1
2,0,1,1,1,2,1,0,1,155,2,241,7,0,3,2,2
1,1,2,0,1,2,1,0,1,196,55,55,19,0,3,0,3
0,1,2,0,0,2,0,1,0,42,175,294,20,0,3,3,0
1,0,1,1,0,1,2,0,0,60,173,37,11,0,2,3,0
1,0,2,2,1,1,1,2,1,146,68,285,20,0,3,1,0
0,1,1,0,0,0,2,1,1,209,218,58,7,0,3,3,0
0,0,2,0,0,0,1,0,1,146,223,181,12,0,2,1,1
2,1,0,2,1,2,2,1,1,78,53,113,8,0,0,0,3
2,1,2,0,0,1,2,2,1,182,92,141,18,0,3,2,0
2,0,0,0,0,1,0,2,1,66,12,50,18,0,3,3,0
1,0,0,2,0,0,1,1,0,148,75,162,14,0,3,2,0
0,1,2,1,0,0,2,1,1,128,1,217,9,0,2,1,1
0,1,2,1,0,1,1,1,1,213,1,151,19,1,3,2,1
2,1,0,0,1,1,2,1,0,24,28,23,7,1,3,2,1
1,0,0,2,0,2,2,0,0,171,136,298,19,0,3,2,3
0,0,0,1,1,2,2,0,1,103,223,59,22,0,3,2,2
2,1,2,2,1,1,1,1,1,157,180,154,9,0,3,2,1
0,0,2,1,1,1,1,2,1,188,122,34,9,0,3,3,2
0,0,2,2,0,1,0,0,0,161,41,314,12,0,2,2,1
0,0,0,2,0,2,1,1,0,135,48,91,9,0,2,2,1
1,0,2,0,1,1,0,2,0,184,56,311,22,0,2,2,1
1,1,2,1,0,1,1,2,0,215,26,9,2,0,3,0,3
1,0,0,1,0,0,1,1,0,124,112,62,3,0,2,3,0
1,0,0,0,0,2,0,2,1,105,19,259,7,0,3,3,3
0,1,0,0,1,0,1,1,0,177,59,94,11,0,1,2,1
0,1,1,2,0,2,2,2,1,113,23,58,2,0,3,1,1
2,1,1,1,1,2,1,2,0,134,189,292,7,0,1,1,3
1,1,1,2,0,0,2,0,0,70,133,125,16,0,3,2,3
1,1,1,1,1,0,2,2,1,35,57,203,24,0,3,3,1
2,1,2,0,1,0,1,2,1,115,48,170,12,0,3,3,1
2,0,2,2,0,0,1,2,0,106,92,117,7,0,1,0,3
1,0,0,0,1,2,0,1,0,149,132,132,17,1,1,3,1
0,0,2,2,0,0,0,0,1,176,203,223,25,0,2,3,0
2,1,0,0,0,2,0,1,1,206,92,36,20,0,2,2,1
1,0,1,0,0,1,2,1,1,61,173,116,21,0,3,3,3
0,0,0,0,1,1,2,1,1,101,216,150,27,0,1,3,1
0,0,1,1,1,0,1,1,0,77,126,290,18,0,1,0,3
0,0,2,2,1,1,2,1,0,219,35,44,22,0,2,1,0
2,0,0,2,1,1,1,2,0,110,3,230,12,0,3,0,3
0,0,0,0,0,1,2,0,1,58,50,189,5,0,1,0,0
2,0,0,0,1,1,0,2,0,170,107,47,4,0,2,3,1
1,1,0,1,1,0,0,1,1,71,118,5,25,1,1,0,0
1,1,0,0,1,0,1,1,1,168,149,279,20,0,2,2,2
0,1,2,1,1,0,2,2,1,48,85,227,21,0,3,2,2
2,1,2,0,0,1,2,1,0,156,61,236,5,0,2,3,1
2,1,2,0,1,2,2,2,0,160,131,69,26,0,3,1,3
0,0,2,1,1,0,0,2,1,173,125,271,27,0,2,2,0
0,0,1,2,1,0,0,2,1,150,64,290,3,1,1,0,1
2,1,0,1,0,0,0,0,0,4,96,118,9,0,3,1,1
2,0,0,2,1,1,1,0,1,145,1,61,26,1,1,1,2
0,0,2,1,1,0,2,0,1,163,106,100,14,0,3,0,2
0,0,2,0,1,1,0,0,0,164,203,63,1,0,2,1,0
2,0,1,0,0,1,1,0,1,93,8,113,22,0,3,1,1
0,0,2,2,1,2,0,2,0,76,75,12,24,0,0,3,3
1,1,0,2,0,1,0,2,0,4,83,83,25,0,2,2,3
1,0,1,1,0,2,1,0,0,108,39,138,12,0,3,2,0
2,0,2,2,0,2,2,0,0,55,38,98,22,0,3,1,0
1,1,2,0,0,2,1,1,1,75,178,222,14,0,2,3,0
1,0,0,1,0,1,0,1,0,207,185,106,7,0,2,2,1
1,1,1,2,1,2,2,0,1,187,195,300,18,0,2,1,1
2,0,2,0,1,2,0,0,0,156,212,105,6,0,2,3,3
1,1,2,1,1,2,2,1,1,110,160,11,12,0,3,3,3
0,1,1,2,1,2,1,0,0,74,144,7,18,0,2,2,0
1,0,1,2,0,1,2,1,1,23,216,217,1,0,2,3,1
2,1,2,1,0,0,2,1,0,91,8,68,21,0,1,3,0
0,1,1,2,0,2,0,1,1,74,174,93,10,0,3,3,0
1,0,0,0,0,0,2,1,1,90,44,226,8,0,2,3,1
1,1,1,0,1,0,2,1,0,75,38,125,23,0,2,1,1
0,1,0,0,1,1,2,2,0,81,133,192,27,1,1,1,1
2,1,2,0,1,0,0,0,1,46,94,259,19,0,2,3,1
0,0,1,1,1,1,2,0,1,71,13,303,7,0,0,2,3
2,0,2,1,1,0,1,2,0,131,190,75,26,0,3,2,1
0,0,2,1,0,1,0,0,0,146,150,181,17,0,2,0,1
2,0,2,0,0,1,0,2,1,50,105,42,15,1,1,1,1
1,0,2,0,0,1,2,1,0,179,54,283,27,0,2,1,1
2,1,2,2,0,0,0,0,0,158,43,220,20,1,1,0,2
2,1,0,2,0,2,0,0,0,103,116,31,10,0,2,0,0
1,1,0,1,1,0,2,1,1,94,122,130,26,0,3,1,1
0,0,1,2,0,1,1,0,1,204,67,226,22,0,2,0,0
1,1,0,0,0,0,0,0,1,53,71,177,5,0,3,1,3
0,0,0,0,0,1,1,2,0,143,20,12,26,0,2,3,1
1,0,1,1,0,1,2,1,0,82,205,90,0,0,3,1,2
1,1,0,0,0,1,2,0,1,66,113,1,11,0,3,2,2
2,0,2,0,1,0,1,2,0,135,105,161,6,0,2,3,0
0,1,0,1,1,1,2,2,0,68,92,86,5,1,3,0,0
1,1,1,0,0,1,1,0,1,16,104,156,23,0,2,3,0
1,0,1,1,1,1,1,2,1,155,207,311,17,0,3,3,0
2,1,1,1,0,1,1,1,1,122,12,213,9,1,3,1,0
0,0,0,2,1,1,2,0,1,179,52,112,5,0,2,1,0
0,1,1,1,0,1,1,0,1,158,70,40,22,0,2,3,0
1,1,2,1,0,0,1,2,1,192,133,282,22,0,2,2,1
2,0,0,0,1,2,0,1,0,78,112,181,26,1,1,1,2
2,0,2,2,1,0,2,2,0,218,87,220,2,1,3,3,0
1,1,1,1,1,0,0,0,1,126,115,36,23,1,1,0,2
2,0,1,0,0,2,0,1,0,197,141,118,0,1,1,3,0
0,1,2,1,1,1,2,1,0,217,92,45,14,1,3,1,0
2,0,1,1,1,0,0,2,0,77,197,225,24,1,3,1,1
1,1,1,1,0,1,1,1,1,219,41,198,26,0,2,0,2
2,1,1,2,0,1,2,1,1,58,92,66,19,1,3,2,0
1,1,0,2,0,2,0,2,0,165,214,299,3,0,1,2,1
0,1,0,0,0,1,2,1,0,72,15,44,3,0,2,3,1
1,0,2,2,0,0,2,0,0,187,186,188,9,0,2,3,1
1,1,0,2,1,2,1,2,0,76,217,218,20,0,3,0,0
0,1,0,1,0,2,2,0,1,180,68,141,7,1,1,3,3
1,1,2,2,1,1,0,1,1,92,207,73,22,0,3,1,0
2,0,0,1,0,0,1,0,1,98,221,298,0,0,1,1,2
1,0,2,2,1,2,2,2,1,97,102,269,19,0,2,1,3
0,0,2,0,1,0,0,0,0,99,54,208,13,1,3,1,1
0,1,1,1,1,0,2,1,1,206,162,227,26,0,1,3,3
2,1,0,2,1,2,0,1,0,87,109,236,13,0,2,3,3
1,1,0,0,0,1,2,0,0,96,61,106,16,1,1,3,0
2,1,1,1,1,2,0,2,1,75,132,82,0,0,1,0,1
0,0,0,0,1,0,1,0,0,139,131,6,13,0,3,1,3
1,1,2,2,0,1,1,0,1,64,95,27,12,0,3,3,2
0,0,2,2,1,1,2,1,0,104,22,67,10,1,3,3,1
2,1,0,2,0,2,0,0,1,217,139,282,27,0,3,0,0
1,1,1,1,1,1,1,1,0,21,221,195,9,0,3,0,1
1,0,0,1,0,1,1,0,1,103,28,293,14,1,3,0,3
1,0,1,0,0,1,0,2,1,123,21,247,4,1,3,0,1
1,1,0,2,0,2,0,1,0,90,186,100,8,1,1,0,2
0,1,0,2,0,0,1,0,1,79,128,20,25,0,1,0,0
1,1,1,2,1,2,2,0,0,67,142,315,10,0,3,2,2
2,1,2,1,0,2,1,2,0,201,53,256,23,0,3,1,0
2,1,0,0,1,2,2,0,0,98,79,154,5,0,3,3,2
2,1,1,1,0,1,1,1,0,109,144,228,16,0,1,3,0
1,0,2,2,0,2,0,2,0,200,209,26,10,1,3,1,1
2,0,1,1,0,2,0,2,0,219,143,87,4,0,1,3,3
0,0,1,0,0,2,2,1,1,20,129,126,9,1,1,3,0
2,0,2,1,1,2,2,0,0,71,211,143,23,0,3,3,0
2,0,0,0,0,2,2,2,1,56,9,310,13,0,3,0,2
0,0,0,0,1,1,2,2,0,3,106,4,2,1,3,3,1
0,0,1,0,0,2,0,0,0,102,216,242,11,0,3,0,0
1,0,2,2,0,2,1,0,1,25,97,141,0,0,3,3,1
2,1,2,0,1,0,2,0,1,59,58,276,2,0,3,1,1
1,0,1,0,0,0,2,2,0,204,179,170,12,0,3,2,3
0,0,0,1,0,0,2,1,0,94,143,272,12,0,1,1,0
0,0,2,1,0,0,2,0,0,95,69,236,16,0,3,0,2
1,0,1,2,0,2,0,0,1,150,47,191,27,0,3,2,2
2,0,1,0,1,2,2,2,1,15,125,271,7,0,3,0,3
2,0,1,2,1,0,0,0,1,3,19,31,16,0,3,3,1
1,1,1,2,1,1,2,0,1,158,15,136,24,0,2,1,0
1,0,0,1,1,1,2,0,1,178,20,29,11,1,1,2,0
2,0,2,2,1,0,1,0,1,15,12,240,23,1,3,3,1
2,1,0,0,0,2,1,0,1,11,183,233,27,0,3,1,1
1,0,2,1,1,2,2,1,1,124,9,192,19,1,1,1,3
2,1,2,1,1,0,1,2,1,215,173,195,6,0,2,3,1
1,0,1,0,0,0,0,1,1,5,30,1,14,1,3,3,1
1,1,1,2,0,2,0,1,1,177,49,142,18,0,0,1,3
1,0,2,0,0,2,1,1,1,91,131,201,19,0,1,1,1
0,0,0,1,0,0,0,1,0,123,45,270,24,0,0,2,1
2,0,0,1,0,1,1,0,0,103,197,25,0,0,2,2,2
1,1,1,0,1,1,0,1,0,189,151,309,26,1,1,2,0
2,0,1,1,0,1,2,2,0,35,16,170,11,0,3,0,0
1,0,2,2,0,0,1,1,1,222,20,245,22,0,1,2,0
2,0,1,1,1,0,2,2,0,201,168,125,25,1,3,3,0
2,0,1,1,1,1,2,0,1,7,1,141,16,0,0,1,0
2,1,0,2,1,1,2,2,1,66,174,90,5,0,3,3,0
0,0,1,1,1,2,1,1,1,50,164,284,4,0,3,3,1
1,1,1,2,0,0,0,2,1,64,70,214,7,0,2,1,2
2,1,0,1,1,1,0,0,0,164,218,135,5,0,3,0,1
1,1,0,1,0,2,0,0,1,33,15,282,20,0,3,2,0
1,0,0,0,1,2,1,1,0,60,171,5,10,0,1,1,1
1,1,2,0,0,2,2,2,0,210,9,35,19,0,1,2,0
2,1,0,1,0,0,0,2,0,131,94,49,27,0,3,2,3
2,0,2,0,0,2,2,1,1,79,221,241,25,0,2,2,2
0,0,0,0,0,1,2,0,1,113,100,53,0,1,1,3,0
1,0,0,1,0,0,1,1,1,122,47,214,21,0,3,1,0
1,1,2,1,1,1,1,1,0,150,163,54,20,0,2,0,3
1,1,0,0,1,2,1,1,1,213,167,62,0,0,3,3,3
1,1,0,1,0,1,2,2,0,176,112,83,14,0,3,3,2
2,0,2,1,1,1,0,1,1,41,179,74,12,0,3,1,3
2,1,1,2,1,2,2,1,1,40,192,139,20,0,3,3,2
0,0,0,1,0,1,0,2,1,39,39,99,6,0,2,0,0
1,1,2,0,0,0,2,0,1,90,76,59,1,1,1,2,0
0,1,0,1,1,1,1,0,0,23,106,209,12,0,3,2,1
0,0,2,2,0,1,0,2,1,39,117,164,17,0,3,1,3
1,1,0,0,0,0,1,1,0,13,111,32,22,0,1,0,3
1,1,2,0,0,1,0,2,0,69,164,81,14,1,3,3,0
2,0,0,1,1,0,1,2,0,57,81,221,27,0,2,2,3
1,0,2,1,1,2,1,1,1,214,47,142,9,0,3,1,0
0,1,2,0,1,2,1,2,0,85,51,109,24,0,3,3,3
0,1,0,0,1,2,2,0,1,45,185,14,11,0,3,2,0
0,0,2,0,0,1,2,0,1,48,141,114,16,1,1,1,2
1,1,0,1,0,2,0,1,0,75,64,310,5,1,1,2,0
2,1,2,0,1,1,2,0,1,149,123,292,13,0,3,2,3
1,0,1,2,0,1,2,2,0,79,204,307,11,0,3,0,1
2,1,2,0,0,0,0,2,0,204,39,297,26,0,2,0,3
0,0,2,0,0,1,2,2,1,96,91,219,10,0,3,1,2
0,1,2,0,1,0,0,2,0,16,11,57,2,0,3,3,1
0,1,2,0,1,1,1,1,1,106,8,244,11,1,3,2,0
0,0,1,1,0,2,0,2,1,70,142,136,15,0,2,1,2
1,0,2,0,1,0,1,1,0,88,160,3,4,1,3,1,0
1,1,1,1,0,2,1,2,0,75,170,264,4,0,2,0,3
2,1,0,0,0,0,0,0,1,136,112,232,8,1,1,2,3
1,0,0,2,1,2,1,0,1,188,134,198,13,1,3,3,2
1,1,1,2,0,0,2,0,1,75,106,110,8,0,2,1,0
0,1,1,2,0,2,2,1,1,166,130,192,14,0,3,2,0
2,1,2,1,0,1,0,0,1,54,37,94,11,0,2,3,2
0,1,1,0,1,2,1,2,0,207,13,73,10,0,1,1,0
1,0,2,1,1,2,1,0,1,90,1,141,5,0,3,2,2
2,0,0,2,1,0,2,0,0,180,102,190,23,0,3,2,0
2,1,2,0,1,0,2,0,1,69,86,58,13,1,3,3,3
2,1,0,1,0,1,0,2,0,3,211,121,3,0,3,3,3
1,0,0,2,1,2,2,1,1,51,197,267,4,0,1,3,2
0,1,1,2,0,2,0,0,1,121,163,238,26,0,2,3,3
0,1,1,2,1,0,0,1,0,110,18,107,25,0,2,1,2
2,0,1,0,1,1,2,1,1,188,105,160,20,0,1,2,0
0,0,1,1,1,2,1,2,0,195,189,76,19,0,1,0,1
2,0,2,2,1,0,2,2,1,204,92,81,23,0,2,3,1
1,0,0,1,0,0,2,1,0,80,177,46,21,0,2,0,3
1,0,1,1,0,0,2,2,1,74,119,57,16,1,1,1,0
0,0,2,1,1,2,0,2,0,178,184,186,24,0,3,0,2
1,1,2,2,0,2,2,0,0,222,48,83,3,1,3,0,2
2,1,1,2,1,1,0,0,0,139,6,93,17,0,3,3,2
1,0,0,0,0,2,0,1,1,39,76,111,27,0,2,1,2
2,0,2,2,0,0,2,0,1,178,138,171,15,0,3,2,2
0,1,2,0,1,0,1,2,0,181,188,221,20,0,3,0,1
2,1,0,1,0,1,1,1,1,104,186,166,16,1,1,3,2
1,1,2,0,1,2,1,2,1,61,147,140,7,1,3,3,2
2,1,0,1,1,2,2,2,1,146,119,84,7,1,3,0,0
2,0,0,2,1,2,1,0,0,18,71,307,8,1,3,0,3
0,0,1,0,0,0,1,1,1,64,160,96,27,0,2,3,2
0,1,0,2,1,2,1,1,0,138,210,132,7,0,2,3,1
0,1,1,1,1,2,0,0,0,131,65,57,7,0,3,3,1
2,1,0,2,0,0,0,0,0,214,1,153,24,1,3,1,1
1,1,2,2,1,0,0,1,0,198,214,75,7,1,3,1,2
0,1,0,1,0,1,2,1,0,4,139,70,9,0,3,2,0
0,1,2,1,1,1,0,1,0,21,17,168,12,0,1,2,2
1,0,0,0,0,1,0,2,1,198,14,175,10,0,2,2,2
2,0,2,0,0,2,1,2,1,160,167,203,7,0,3,2,0
1,0,2,0,0,1,1,1,1,167,85,53,14,1,3,1,3
0,0,0,2,0,0,1,2,1,36,94,266,19,0,3,1,2
2,1,1,1,1,0,0,1,0,206,145,292,26,0,1,2,0
0,1,2,2,0,1,0,2,0,193,153,33,17,0,3,3,3
2,1,0,2,0,0,1,1,1,181,133,291,11,0,2,1,1
0,1,0,0,0,2,2,1,1,176,161,41,5,1,3,3,0
1,1,2,1,0,1,0,0,0,120,33,59,15,0,1,2,3
0,0,0,0,0,0,2,2,0,89,192,232,0,1,1,3,0
0,1,0,1,1,2,0,2,1,28,134,59,10,0,2,0,2
1,1,1,1,0,1,2,0,1,168,201,238,3,0,1,0,1
1,1,2,2,0,2,2,0,0,126,26,307,0,0,3,3,0
2,0,1,1,1,0,2,2,0,169,63,171,1,0,2,0,2
0,0,2,1,0,2,2,0,0,69,212,137,18,0,1,3,1
2,1,2,2,0,2,2,2,1,14,162,102,21,0,2,3,2
2,0,2,1,0,1,0,0,0,99,115,172,27,0,3,0,3
0,1,2,2,0,2,2,2,0,104,208,264,13,1,3,0,1
2,0,1,1,0,2,2,2,1,102,199,187,10,1,1,1,2
2,0,2,2,0,1,1,1,1,220,133,88,6,0,3,2,0
0,0,0,2,0,0,1,0,0,15,143,310,23,0,2,0,2
1,0,2,0,0,0,1,0,1,84,106,174,6,0,1,0,0
1,1,2,1,1,2,1,1,1,204,181,223,16,0,2,3,2
2,1,0,2,0,1,0,1,1,163,218,200,20,0,3,2,3
1,1,2,1,0,2,0,1,0,123,34,75,11,0,2,3,0
0,1,2,2,1,1,2,2,1,103,29,135,13,0,2,3,0
1,1,0,1,0,0,0,0,0,6,180,109,5,0,3,3,0
0,0,2,2,1,0,0,0,1,133,216,192,13,0,3,3,1
2,0,1,1,1,1,0,2,1,214,220,263,18,0,3,1,2
0,0,1,2,1,2,2,1,0,109,13,156,19,0,2,2,1
0,0,0,1,1,0,1,1,1,37,192,261,10,0,2,3,2
0,1,1,1,1,2,0,1,1,152,35,310,19,0,1,1,2
1,1,0,0,0,2,1,1,0,178,176,32,10,0,2,3,2
2,0,0,0,1,0,0,2,0,100,27,120,24,0,0,3,3
0,0,0,2,1,2,0,2,0,74,19,184,6,0,1,3,3
2,1,1,1,0,1,2,1,1,24,41,89,21,0,2,2,1
1,0,2,2,0,0,2,1,0,206,148,187,10,0,2,2,3
2,0,1,2,0,0,1,0,1,148,120,66,26,0,2,0,1
1,0,1,0,0,0,2,2,0,105,18,93,3,0,1,3,1
1,0,1,1,1,0,2,0,1,21,197,28,11,1,3,3,0
1,0,2,2,1,2,0,0,0,51,90,131,6,1,3,1,2
1,0,0,0,0,1,0,2,1,140,153,106,7,0,3,1,2
0,0,0,1,0,2,2,2,0,131,106,31,10,0,2,2,0
0,0,1,1,1,1,1,2,0,211,130,246,14,0,3,0,0
1,1,0,2,1,2,1,0,0,207,1,156,15,0,3,3,3
0,0,1,1,1,0,2,2,1,187,217,259,21,0,2,2,2
0,1,0,1,0,1,2,0,1,46,191,95,12,0,1,1,1
0,0,1,0,1,1,2,2,0,176,165,59,25,0,2,2,2
2,1,2,0,0,2,1,0,1,32,66,31,27,0,2,0,0
0,1,1,1,1,1,2,1,0,136,45,315,5,0,2,3,2
1,0,1,0,0,1,2,2,1,77,42,31,19,0,3,3,0
0,0,2,0,1,1,2,0,0,121,94,237,1,0,2,3,2
1,1,0,0,0,0,2,1,0,57,116,251,3,0,3,0,0
2,0,1,2,0,1,2,1,0,75,20,100,17,1,3,0,0
0,1,0,2,1,0,2,1,1,156,133,263,13,0,1,1,3
0,0,2,1,0,1,2,1,0,167,206,282,20,0,1,3,3
2,1,1,0,0,2,2,0,0,54,88,198,10,0,3,2,1
0,1,2,0,0,0,2,0,0,148,94,132,3,1,3,1,0
2,0,2,1,0,0,0,2,0,169,142,202,18,0,3,1,2
1,0,1,1,0,2,1,0,0,56,131,39,9,0,2,2,1
0,0,1,1,1,2,0,0,0,37,56,147,20,0,3,2,2
2,1,0,0,0,2,1,2,0,112,94,141,15,0,2,1,2
1,1,0,1,1,1,2,2,0,77,155,199,23,0,2,1,0
1,1,1,0,1,0,1,1,0,69,3,256,0,1,1,3,0
1,1,0,1,0,1,0,0,0,208,98,143,17,0,3,2,1
2,1,0,1,0,0,0,1,1,15,81,29,15,0,3,1,3
1,0,2,1,1,2,1,2,0,42,9,228,22,0,2,1,0
2,1,0,2,1,1,1,1,1,91,210,45,18,0,3,2,0
2,0,2,1,0,1,2,1,1,48,61,45,17,0,3,2,3
2,1,1,1,1,0,2,0,0,219,169,32,20,1,1,2,2
0,1,0,2,0,0,2,0,0,166,109,149,8,0,3,0,0
2,1,0,1,1,2,1,1,0,98,199,44,7,0,3,1,1
0,0,1,2,1,0,0,0,0,73,208,206,8,1,1,3,0
1,0,0,0,0,2,0,1,0,204,24,57,8,0,3,1,3
2,0,1,2,1,1,0,0,0,221,141,235,10,0,3,0,3
1,1,2,1,0,0,1,2,1,183,23,25,8,0,1,1,0
2,0,0,0,1,2,0,1,0,18,154,152,3,0,3,3,3
2,0,2,1,1,0,0,0,1,173,48,315,17,0,1,3,1
1,0,1,1,0,2,1,1,0,126,31,306,8,0,2,2,0
1,0,0,2,1,1,0,2,1,48,182,89,13,0,3,2,3
1,0,2,0,1,2,1,0,1,82,201,73,26,0,2,2,3
1,0,0,1,1,2,2,0,0,2,171,52,25,0,2,3,2
1,1,0,2,0,2,0,2,1,118,58,137,22,0,2,3,0
2,1,2,1,0,2,1,2,1,87,134,159,16,0,3,3,1
0,1,2,2,0,1,2,0,1,97,105,213,5,0,2,1,1
0,1,1,1,1,1,0,1,1,172,82,223,9,0,3,2,1
2,0,2,1,1,2,1,1,0,123,15,275,8,0,2,1,2
2,0,1,1,1,1,1,0,0,57,38,8,7,0,3,3,3
1,1,2,0,1,1,2,0,0,48,202,73,10,1,3,2,1
2,1,0,1,1,2,0,0,1,50,166,281,23,1,3,2,0
2,1,2,1,1,0,2,1,0,15,186,254,20,1,3,1,1
1,1,0,1,0,2,2,1,0,37,184,107,15,0,3,2,3
1,1,2,2,1,1,1,2,0,108,6,34,13,0,2,3,3
2,0,0,2,1,1,0,2,0,211,30,34,10,0,3,3,1
2,0,0,2,0,1,2,0,0,131,179,3,0,1,3,1,1
2,1,1,0,1,1,1,1,0,220,185,78,27,1,3,2,1
0,0,2,1,0,0,1,2,1,71,115,32,13,1,1,2,0
0,0,0,2,1,2,1,0,1,201,141,304,12,0,2,2,0
0,1,1,0,0,1,1,0,1,67,124,314,18,1,3,2,2
0,0,1,0,1,0,1,0,0,197,200,89,5,0,3,1,0
